iter	RMSE
180	12.49077692
181	12.48357464
182	12.47929854
183	12.4734531
184	12.46746225
185	12.46073543
186	12.45204487
187	12.44333465
188	12.43900122
189	12.43562813
190	12.4293377
191	12.4251722
192	12.42001825
193	12.41366835
194	12.40780041
195	12.40485647
196	12.40039532
197	12.39417541
198	12.39145405
199	12.38807668
200	12.37925762
201	12.37687728
202	12.37178112
203	12.36687692
204	12.36186503
205	12.35510674
206	12.3523089
207	12.35086588
208	12.34552401
209	12.3405496
210	12.33633534
211	12.33165127
212	12.3275071
213	12.32328843
214	12.32003544
215	12.31748397
216	12.31551968
217	12.3129215
218	12.31015627
219	12.30834151
220	12.30502226
221	12.30162661
222	12.29620783
223	12.29146691
224	12.28589076
225	12.28065266
226	12.27893478
227	12.27680594
228	12.27344557
229	12.26820607
230	12.26405814
231	12.25963773
232	12.25607077
233	12.24996508
234	12.24603128
235	12.24168448
236	12.23618387
237	12.23073325
238	12.22632801
239	12.22520306
240	12.22261232
241	12.21865605
242	12.21350381
243	12.21017451
244	12.20847869
245	12.20621692
246	12.20125826
247	12.19806669
248	12.19590761
249	12.1903524
250	12.18587701
251	12.18250577
252	12.18004321
253	12.17688442
254	12.17329933
255	12.16996804
256	12.16849519
257	12.16409749
258	12.16075162
259	12.1572931
260	12.15270345
261	12.15014061
262	12.14674678
263	12.14469515
264	12.14057167
265	12.13587106
266	12.13100466
267	12.12645341
268	12.1237142
269	12.12155746
270	12.11852259
271	12.11494763
272	12.11198092
273	12.10968985
274	12.1049807
275	12.10025186
276	12.09817198
277	12.09354974
278	12.08870184
279	12.08685523
280	12.08277948
281	12.07933182
282	12.07438185
283	12.07290476
284	12.06746224
285	12.06515911
286	12.06109539
287	12.05940269
288	12.05759667
289	12.05460815
290	12.04840877
291	12.04390035
292	12.04076307
293	12.03745754
294	12.03403999
295	12.03284127
296	12.02782749
297	12.02584475
298	12.02328434
299	12.01889416
300	12.01585061
301	12.01370203
302	12.00885696
303	12.00488099
304	12.00073021
305	11.99738538
306	11.99431596
307	11.99098842
308	11.98836935
309	11.98432742
310	11.9815132
311	11.97832723
312	11.97436236
313	11.970309
314	11.96848386
315	11.96575502
316	11.96302278
317	11.96161761
318	11.95985272
319	11.95728363
320	11.95444024
321	11.95276782
322	11.95049968
323	11.94893484
324	11.94603178
325	11.94155039
326	11.93750724
327	11.93574877
328	11.9323552
329	11.93084116
330	11.92892237
331	11.92548456
332	11.92373856
333	11.92233346
334	11.91861392
335	11.915972
336	11.91413186
337	11.90936271
338	11.90668341
339	11.90132935
340	11.89835153
341	11.89570564
342	11.89211257
343	11.89001241
344	11.8841021
345	11.88079157
346	11.87842708
347	11.87576897
348	11.87208293
349	11.87022808
350	11.86884353
351	11.86551574
352	11.86387256
353	11.86228146
354	11.85911397
355	11.85758671
356	11.85482699
357	11.85342253
358	11.85195127
359	11.84894934
360	11.84657222
361	11.84334347
362	11.84115898
363	11.83947073
364	11.83732063
365	11.83538714
366	11.83236405
367	11.82773278
368	11.82546637
369	11.82410168
370	11.82224537
371	11.81870125
372	11.81792776
373	11.81655653
374	11.814322
375	11.81080181
376	11.80850788
377	11.80697149
378	11.80429562
379	11.79992219
380	11.79612866
381	11.79276355
382	11.78972962
383	11.78860314
384	11.78558547
385	11.78188508
386	11.77911222
387	11.77573089
388	11.77331118
389	11.77113971
390	11.77001493
391	11.76861988
392	11.76545769
393	11.76375607
394	11.76176626
395	11.76037397
396	11.75545012
397	11.7527842
398	11.75070125
399	11.74931617
400	11.7460083
401	11.74515469
402	11.74197827
403	11.7382741
404	11.73537778
405	11.73409825
406	11.73075801
407	11.72577147
408	11.72411851
409	11.72230003
410	11.72002885
411	11.71669217
412	11.71395037
413	11.70987222
414	11.70738028
415	11.7063376
416	11.70160822
417	11.69929396
418	11.69610606
419	11.69327502
420	11.69174553
421	11.68734842
422	11.68635376
423	11.68401139
424	11.68118391
425	11.68041653
426	11.677598
427	11.67373691
428	11.67280692
429	11.66956795
430	11.66826376
431	11.66424542
432	11.65975468
433	11.6575086
434	11.65603756
435	11.65351537
436	11.65259334
437	11.64899954
438	11.64529039
439	11.64178772
440	11.63841559
441	11.63576062
442	11.63200591
443	11.63077233
444	11.62757885
445	11.62509384
446	11.62335051
447	11.62001565
448	11.61629685
449	11.6135847
450	11.61029086
451	11.6072533
452	11.60421518
453	11.60073796
454	11.59774421
455	11.59494188
456	11.5929037
457	11.58988815
458	11.5866765
459	11.58319093
460	11.58070956
461	11.57888548
462	11.5759621
463	11.5733015
464	11.57165105
465	11.56851794
466	11.56559459
467	11.56399034
468	11.55953664
469	11.55790694
470	11.55369285
471	11.55189124
472	11.54871755
473	11.54751683
474	11.54451544
475	11.54271927
476	11.53915843
477	11.53671645
478	11.53524202
479	11.53252105
480	11.52892556
481	11.52600157
482	11.52279981
483	11.51946137
484	11.51893445
485	11.51658552
486	11.5138087
487	11.51172231
488	11.50844337
489	11.50535335
490	11.50333053
491	11.50057321
492	11.49856274
493	11.49576607
494	11.49329663
495	11.49110507
496	11.48937456
497	11.48688389
498	11.48458447
499	11.4813915
500	11.47815017
501	11.4760109
502	11.47247031
503	11.46915462
504	11.46665359
505	11.46514597
506	11.46284921
507	11.46065141
508	11.4583498
509	11.45652492
510	11.45409141
511	11.45196141
512	11.44897847
513	11.44621027
514	11.44444927
515	11.44124547
516	11.43856212
517	11.43700831
518	11.43447688
519	11.42861284
520	11.42781206
521	11.42504695
522	11.4221322
523	11.42048425
524	11.41742312
525	11.4162816
526	11.41286286
527	11.4105296
528	11.40841742
529	11.40509581
530	11.40376902
531	11.40087319
532	11.39823887
533	11.39568339
534	11.39336133
535	11.3916526
536	11.38927774
537	11.38701415
538	11.38508793
539	11.38368551
540	11.38123985
541	11.37971497
542	11.37798985
543	11.37607014
544	11.37424522
545	11.37178328
546	11.36918852
547	11.36730766
548	11.36578166
549	11.36313454
550	11.36246637
551	11.35996446
552	11.35739159
553	11.3541137
554	11.3527217
555	11.35112791
556	11.34948287
557	11.3478354
558	11.34610745
559	11.34359961
560	11.34184421
561	11.33907412
562	11.33693612
563	11.33428887
564	11.33255452
565	11.3306925
566	11.32907225
567	11.32697803
568	11.32524646
569	11.32388161
570	11.32024592
571	11.3178105
572	11.3162845
573	11.3149794
574	11.31361984
575	11.31165736
576	11.30986168
577	11.30827758
578	11.30627111
579	11.30425869
580	11.30254447
581	11.29915398
582	11.29674595
583	11.29484678
584	11.29340603
585	11.2909128
586	11.28888512
587	11.28588251
588	11.2827204
589	11.2804293
590	11.27731289
591	11.27578753
592	11.27460681
593	11.27336738
594	11.27094427
595	11.26898604
596	11.26748716
597	11.26515929
598	11.26266909
599	11.26033037
600	11.25844884
601	11.25717918
602	11.25319428
603	11.25131461
604	11.24818461
605	11.2465888
606	11.24542347
607	11.24231229
608	11.24047851
609	11.23849766
610	11.23653436
611	11.23396339
612	11.23140932
613	11.22986334
614	11.22676114
615	11.22472608
616	11.22300229
617	11.22082604
618	11.21950146
619	11.21673894
620	11.2150204
621	11.21361355
622	11.21169863
623	11.20608847
624	11.204321
625	11.2028347
626	11.20069404
627	11.19985909
628	11.19643292
629	11.19273262
630	11.1909794
631	11.18868887
632	11.18805003
633	11.18482111
634	11.18344286
635	11.18207625
636	11.18013585
637	11.17887684
638	11.17702306
639	11.17188815
640	11.17003638
641	11.16801805
642	11.16517414
643	11.1631381
644	11.16144282
645	11.16032936
646	11.15680266
647	11.15435934
648	11.15250829
649	11.15026492
650	11.14928808
651	11.14821628
652	11.14674912
653	11.14543288
654	11.14264939
655	11.14191904
656	11.14018307
657	11.13762025
658	11.13606101
659	11.13426402
660	11.13293354
661	11.13131503
662	11.12998267
663	11.12789521
664	11.1263201
665	11.12464699
666	11.12256814
667	11.12142143
668	11.11936043
669	11.11788246
670	11.11590954
671	11.11459851
672	11.11328467
673	11.1104211
674	11.10938975
675	11.10766828
676	11.10703134
677	11.10434153
678	11.10076499
679	11.09978435
680	11.09883831
681	11.0977792
682	11.09610866
683	11.09488966
684	11.09174998
685	11.0905158
686	11.08918073
687	11.08771499
688	11.08663327
689	11.08560871
690	11.08390254
691	11.08042433
692	11.07751161
693	11.0761691
694	11.07394032
695	11.07278061
696	11.07158996
697	11.06882725
698	11.0658666
699	11.0646842
700	11.06304013
701	11.06029782
702	11.05615643
703	11.05499612
704	11.05319279
705	11.05177723
706	11.04998486
707	11.04728648
708	11.04573881
709	11.04264953
710	11.0410877
711	11.03929584
712	11.03660169
713	11.03477525
714	11.03055449
715	11.02815769
716	11.02595908
717	11.02440879
718	11.02304569
719	11.02224092
720	11.02097039
721	11.01796346
722	11.01648888
723	11.01465384
724	11.01332868
725	11.01221054
726	11.01124715
727	11.00858274
728	11.00685593
729	11.00475111
730	11.00226382
731	11.00103926
732	10.99932835
733	10.99549289
734	10.99423189
735	10.99111234
736	10.98837648
737	10.98670077
738	10.98367301
739	10.98228728
740	10.98123443
741	10.97820637
742	10.9759191
743	10.97453165
744	10.97249745
745	10.97115768
746	10.97038246
747	10.96914913
748	10.96756765
749	10.96597106
750	10.96396668
751	10.96284698
752	10.96178823
753	10.96027542
754	10.95759876
755	10.95630433
756	10.95397269
757	10.95285341
758	10.95175932
759	10.94977627
760	10.94704814
761	10.94520313
762	10.942263
763	10.94103827
764	10.93953777
765	10.93703853
766	10.93585887
767	10.93472489
768	10.93152448
769	10.92974399
770	10.92864634
771	10.92616149
772	10.92512237
773	10.92150535
774	10.92077553
775	10.91929072
776	10.91771253
777	10.91534714
778	10.91348189
779	10.91264481
780	10.91057534
781	10.90882872
782	10.90537194
783	10.90417668
784	10.90282653
785	10.90058451
786	10.89983893
787	10.89696759
788	10.89624502
789	10.89508805
790	10.89434241
791	10.89242803
792	10.89147876
793	10.88987737
794	10.88664495
795	10.885069
796	10.88336899
797	10.8825672
798	10.8803991
799	10.87967875
800	10.87668881
801	10.87535669
802	10.87271381
803	10.87028105
804	10.86886911
805	10.86607206
806	10.86456178
807	10.86291085
808	10.86130878
809	10.86052185
810	10.85927893
811	10.85793681
812	10.8572289
813	10.85498855
814	10.85408515
815	10.85067574
816	10.84857911
817	10.84758157
818	10.84522777
819	10.84192581
820	10.84122427
821	10.83898288
822	10.83752796
823	10.83553956
824	10.83330514
825	10.83208587
826	10.82940497
827	10.8282034
828	10.82765669
829	10.82632332
830	10.82526386
831	10.82223989
832	10.81991459
833	10.81768912
834	10.81701362
835	10.81576129
836	10.81362335
837	10.80957123
838	10.80732749
839	10.80537311
840	10.80342777
841	10.80224274
842	10.80130367
843	10.79679862
844	10.79557792
845	10.79408106
846	10.79299654
847	10.79177412
848	10.79012286
849	10.78823521
850	10.78590108
851	10.78492287
852	10.78347216
853	10.7820991
854	10.77752628
855	10.77635039
856	10.77390911
857	10.77219801
858	10.77106001
859	10.76856565
860	10.76629323
861	10.76507235
862	10.76356724
863	10.75920251
864	10.75644117
865	10.75504786
866	10.75228652
867	10.74970425
868	10.74798775
869	10.74621207
870	10.74402993
871	10.74230203
872	10.7410873
873	10.7393473
874	10.73761149
875	10.73621605
876	10.7331147
877	10.72793894
878	10.72719609
879	10.72580583
880	10.72303484
881	10.72085323
882	10.71966421
883	10.71772394
884	10.71534323
885	10.71359941
886	10.71250122
887	10.71000038
888	10.70842004
889	10.70742476
890	10.70302377
891	10.70110801
892	10.7000388
893	10.69857653
894	10.69767665
895	10.69537018
896	10.69430394
897	10.6932549
898	10.6915662
899	10.68755585
900	10.68648856
901	10.68385027
902	10.68200366
903	10.68012794
904	10.67787277
905	10.67675559
906	10.67514453
907	10.67018592
908	10.66865025
909	10.66525935
910	10.66140857
911	10.66036481
912	10.65874698
913	10.65648576
914	10.65539668
915	10.65353219
916	10.65112897
917	10.64921922
918	10.64797414
919	10.6461733
920	10.64534157
921	10.64355755
922	10.64101076
923	10.63911855
924	10.63699632
925	10.63540582
926	10.6309798
927	10.62888519
928	10.62459405
929	10.62373045
930	10.62209564
931	10.62077683
932	10.61911821
933	10.61698773
934	10.61549605
935	10.61295596
936	10.61224385
937	10.61136585
938	10.61021519
939	10.60925782
940	10.60712499
941	10.60293939
942	10.59812818
943	10.59662268
944	10.59554501
945	10.59350915
946	10.5920203
947	10.59033933
948	10.58943267
949	10.58800544
950	10.58695426
951	10.58445003
952	10.58338853
953	10.58152524
954	10.58036533
955	10.57799854
956	10.57549928
957	10.57364842
958	10.57234366
959	10.57153239
960	10.56971525
961	10.56843708
962	10.56604022
963	10.56491304
964	10.56193829
965	10.56034957
966	10.55726409
967	10.55372804
968	10.5529087
969	10.54994686
970	10.54757029
971	10.54692094
972	10.5460321
973	10.54379428
974	10.54243315
975	10.54106399
976	10.53817922
977	10.53639311
978	10.53519245
979	10.53083326
980	10.52987078
981	10.52729112
982	10.5230861
983	10.52187844
984	10.51985635
985	10.51813653
986	10.51586947
987	10.51230263
988	10.51128212
989	10.50978704
990	10.50794715
991	10.50699088
992	10.50317455
993	10.50171562
994	10.50049293
995	10.49918542
996	10.49804648
997	10.49611388
998	10.49227491
999	10.49115995
1000	10.49037764
1001	10.48904287
1002	10.48799489
1003	10.48624967
1004	10.48444337
1005	10.48272681
1006	10.48099529
1007	10.47995157
1008	10.47918054
1009	10.47803303
1010	10.47374268
1011	10.47170619
1012	10.47012981
1013	10.46729802
1014	10.46649323
1015	10.46531937
1016	10.46285007
1017	10.45957533
1018	10.4579251
1019	10.45661746
1020	10.45503628
1021	10.45212574
1022	10.44853263
1023	10.44739508
1024	10.44619596
1025	10.4448529
1026	10.44201823
1027	10.44094147
1028	10.44025898
1029	10.43996617
1030	10.43693451
1031	10.43570735
1032	10.43455008
1033	10.43310681
1034	10.43188058
1035	10.4299437
1036	10.42842928
1037	10.42671016
1038	10.42490182
1039	10.42358132
1040	10.42227203
1041	10.41846338
1042	10.41500677
1043	10.41339442
1044	10.41249836
1045	10.41123955
1046	10.40819498
1047	10.40659842
1048	10.40572117
1049	10.40396309
1050	10.40271516
1051	10.40131275
1052	10.39987016
1053	10.39648926
1054	10.39489882
1055	10.39189848
1056	10.39068861
1057	10.3896352
1058	10.38896143
1059	10.38782936
1060	10.38523668
1061	10.38344753
1062	10.37975073
1063	10.37771755
1064	10.37547117
1065	10.37457047
1066	10.37153364
1067	10.37038682
1068	10.36898185
1069	10.3653715
1070	10.36366618
1071	10.36104045
1072	10.35965459
1073	10.35752565
1074	10.35635985
1075	10.35471431
1076	10.35138438
1077	10.35030294
1078	10.34890834
1079	10.34705463
1080	10.34571673
1081	10.34468568
1082	10.3415606
1083	10.34038734
1084	10.33905707
1085	10.33794479
1086	10.33612751
1087	10.33448328
1088	10.33161481
1089	10.32937482
1090	10.32734321
1091	10.32654905
1092	10.32487863
1093	10.32326177
1094	10.32273492
1095	10.31929083
1096	10.31752493
1097	10.31367245
1098	10.31073278
1099	10.30882362
1100	10.30707205
1101	10.30635622
1102	10.3056403
1103	10.30469282
1104	10.30036396
1105	10.2978801
1106	10.29615664
1107	10.29243893
1108	10.29074442
1109	10.28932802
1110	10.28819329
1111	10.28624002
1112	10.2849907
1113	10.28236126
1114	10.27998782
1115	10.27850223
1116	10.27738484
1117	10.27505115
1118	10.27286853
1119	10.27053666
1120	10.26936576
1121	10.26841124
1122	10.26656257
1123	10.26534388
1124	10.26344612
1125	10.26221827
1126	10.26117943
1127	10.25936955
1128	10.25708681
1129	10.25564547
1130	10.25445728
1131	10.25316813
1132	10.25118878
1133	10.24840116
1134	10.24625686
1135	10.24568776
1136	10.24479888
1137	10.24414659
1138	10.24130457
1139	10.24048916
1140	10.23982706
1141	10.23869881
1142	10.2375582
1143	10.23685631
1144	10.23371855
1145	10.2316527
1146	10.22917687
1147	10.22770584
1148	10.2262779
1149	10.22466376
1150	10.22216835
1151	10.2214596
1152	10.22009877
1153	10.21721619
1154	10.21623798
1155	10.21396601
1156	10.21115864
1157	10.20876523
1158	10.20632565
1159	10.20544927
1160	10.20324824
1161	10.20222264
1162	10.20052111
1163	10.19810463
1164	10.19570589
1165	10.19462267
1166	10.19247473
1167	10.19145435
1168	10.1894711
1169	10.18760536
1170	10.18566146
1171	10.18412897
1172	10.18295064
1173	10.18198099
1174	10.18050913
1175	10.1794586
1176	10.17594498
1177	10.17383616
1178	10.17244232
1179	10.1718397
1180	10.1707665
1181	10.16871728
1182	10.16665916
1183	10.16557486
1184	10.16312009
1185	10.16102297
1186	10.15971074
1187	10.1581524
1188	10.15611665
1189	10.15468369
1190	10.15318228
1191	10.15132567
1192	10.14986448
1193	10.14899928
1194	10.14736952
1195	10.14652793
1196	10.14533828
1197	10.14312341
1198	10.14141953
1199	10.13934477
1200	10.1379965
1201	10.13722233
1202	10.1365115
1203	10.13296544
1204	10.13080562
1205	10.12819728
1206	10.1258615
1207	10.12464706
1208	10.12397958
1209	10.12238927
1210	10.12133561
1211	10.12031584
1212	10.11851668
1213	10.11716279
1214	10.11615483
1215	10.11270601
1216	10.11177071
1217	10.11040025
1218	10.10940399
1219	10.10768769
1220	10.10512574
1221	10.10384442
1222	10.1026329
1223	10.09962897
1224	10.09850903
1225	10.09746213
1226	10.09531758
1227	10.09220725
1228	10.09012865
1229	10.08884763
1230	10.08622325
1231	10.08491411
1232	10.08381098
1233	10.08168738
1234	10.08030581
1235	10.0769993
1236	10.07600626
1237	10.07394002
1238	10.07253745
1239	10.07165024
1240	10.07046348
1241	10.06804523
1242	10.06697071
1243	10.06633607
1244	10.06473952
1245	10.06333226
1246	10.06229064
1247	10.06092035
1248	10.05991975
1249	10.05856176
1250	10.05786672
1251	10.05646466
1252	10.05459969
1253	10.05285508
1254	10.05180638
1255	10.05049821
1256	10.0490273
1257	10.04820117
1258	10.04660495
1259	10.04589619
1260	10.04511897
1261	10.0437558
1262	10.0407814
1263	10.03946309
1264	10.03748645
1265	10.03519107
1266	10.03346449
1267	10.03280918
1268	10.0317767
1269	10.03006333
1270	10.02921874
1271	10.02802537
1272	10.02727293
1273	10.02494496
1274	10.02395327
1275	10.02256285
1276	10.02091682
1277	10.01966378
1278	10.01677763
1279	10.01595403
1280	10.01413653
1281	10.01240608
1282	10.00994666
1283	10.00894556
1284	10.00632986
1285	10.00439431
1286	10.00240614
1287	10.00099067
1288	10.00015351
1289	9.998406626
1290	9.99653917
1291	9.994206466
1292	9.992364667
1293	9.991566713
1294	9.990167684
1295	9.989206826
1296	9.987135281
1297	9.985832442
1298	9.984160186
1299	9.983216046
1300	9.98245859
1301	9.98195292
1302	9.981117675
1303	9.979115896
1304	9.97756893
1305	9.975206618
1306	9.974575336
1307	9.973617846
1308	9.971907305
1309	9.970892908
1310	9.968446768
1311	9.966115249
1312	9.963638288
1313	9.962986044
1314	9.960988438
1315	9.960211478
1316	9.959368683
1317	9.958348872
1318	9.957167517
1319	9.95646784
1320	9.955530496
1321	9.954745056
1322	9.953436602
1323	9.951682813
1324	9.950787226
1325	9.94856979
1326	9.947398288
1327	9.946661428
1328	9.945552566
1329	9.944751171
1330	9.943815685
1331	9.94159057
1332	9.940128997
1333	9.939313655
1334	9.937970698
1335	9.937070331
1336	9.935190212
1337	9.932956443
1338	9.931396705
1339	9.930004636
1340	9.927837078
1341	9.926391519
1342	9.925327964
1343	9.924264634
1344	9.922305499
1345	9.920541576
1346	9.918910903
1347	9.917070334
1348	9.915602787
1349	9.91402428
1350	9.912173271
1351	9.91079413
1352	9.908884304
1353	9.907067042
1354	9.906557203
1355	9.905895708
1356	9.90403065
1357	9.902078968
1358	9.900392159
1359	9.899074086
1360	9.897437416
1361	9.894267394
1362	9.892471668
1363	9.890959735
1364	9.888896584
1365	9.887749253
1366	9.886813793
1367	9.885331195
1368	9.884042223
1369	9.88338393
1370	9.881303449
1371	9.880328049
1372	9.877847598
1373	9.877173012
1374	9.876129834
1375	9.87502287
1376	9.873233965
1377	9.87194294
1378	9.870153753
1379	9.869442918
1380	9.86844222
1381	9.865583539
1382	9.864029727
1383	9.86263118
1384	9.861000641
1385	9.859713093
1386	9.859032726
1387	9.858045564
1388	9.854951134
1389	9.853199348
1390	9.852610748
1391	9.851652446
1392	9.851014581
1393	9.849790073
1394	9.849046699
1395	9.847658463
1396	9.847175006
1397	9.846239251
1398	9.844758762
1399	9.843527482
1400	9.842219134
1401	9.84067236
1402	9.839357946
1403	9.838041635
1404	9.83755926
1405	9.836239539
1406	9.834795057
1407	9.833803916
1408	9.833185303
1409	9.831856783
1410	9.830055499
1411	9.828662325
1412	9.827107883
1413	9.82593926
1414	9.825177942
1415	9.823947355
1416	9.822979808
1417	9.8206881
1418	9.818042446
1419	9.814865891
1420	9.813568537
1421	9.810992283
1422	9.80936682
1423	9.808702394
1424	9.807463497
1425	9.806334587
1426	9.805722838
1427	9.804363919
1428	9.802770212
1429	9.802236903
1430	9.80099417
1431	9.799764646
1432	9.797079799
1433	9.79616568
1434	9.795096144
1435	9.79340579
1436	9.791085771
1437	9.790327592
1438	9.788899142
1439	9.787248818
1440	9.786209406
1441	9.783989476
1442	9.782975244
1443	9.781280046
1444	9.780366918
1445	9.778697173
1446	9.776210035
1447	9.774304711
1448	9.773106937
1449	9.770931038
1450	9.76940979
1451	9.767480262
1452	9.764508527
1453	9.763268503
1454	9.761434218
1455	9.760160906
1456	9.758296801
1457	9.756493882
1458	9.755559807
1459	9.754319246
1460	9.752206328
1461	9.751046496
1462	9.749685904
1463	9.748485707
1464	9.746633517
1465	9.744261606
1466	9.743510244
1467	9.742554164
1468	9.741307022
1469	9.73943291
1470	9.737442717
1471	9.736147763
1472	9.735637042
1473	9.734781141
1474	9.733516813
1475	9.732443998
1476	9.731806036
1477	9.729821855
1478	9.729175299
1479	9.728075815
1480	9.725804661
1481	9.724729432
1482	9.72189576
1483	9.720324484
1484	9.719139446
1485	9.717092249
1486	9.715230992
1487	9.71422646
1488	9.713144211
1489	9.71209682
1490	9.71058365
1491	9.709169487
1492	9.707831843
1493	9.706401849
1494	9.705233861
1495	9.704514518
1496	9.704352763
1497	9.703558058
1498	9.702726945
1499	9.701428968
1500	9.70055697
1501	9.698705969
1502	9.697071551
1503	9.696548359
1504	9.695330349
1505	9.69373478
1506	9.693073374
1507	9.691602673
1508	9.690320418
1509	9.689318882
1510	9.688049112
1511	9.686545918
1512	9.685617958
1513	9.68474906
1514	9.683812603
1515	9.682236975
1516	9.680563204
1517	9.678474749
1518	9.677785256
1519	9.675986248
1520	9.67454482
1521	9.671460427
1522	9.670244027
1523	9.668665068
1524	9.666624292
1525	9.664456666
1526	9.662768721
1527	9.66171796
1528	9.661212049
1529	9.659410446
1530	9.658766594
1531	9.65792351
1532	9.656606592
1533	9.655561564
1534	9.655216029
1535	9.654373079
1536	9.652835519
1537	9.652121989
1538	9.65083332
1539	9.648954132
1540	9.647961244
1541	9.646464013
1542	9.645123819
1543	9.643445277
1544	9.641254331
1545	9.640079471
1546	9.637396915
1547	9.635733415
1548	9.634587765
1549	9.6338389
1550	9.632708831
1551	9.631752596
1552	9.629388831
1553	9.626632621
1554	9.62504557
1555	9.62441989
1556	9.623211347
1557	9.62220026
1558	9.621022413
1559	9.619656514
1560	9.618155677
1561	9.616824236
1562	9.616199417
1563	9.615226037
1564	9.612403661
1565	9.611476032
1566	9.608738697
1567	9.607889215
1568	9.606989458
1569	9.605363837
1570	9.603594485
1571	9.603578732
1572	9.602811601
1573	9.600788182
1574	9.599800692
1575	9.598842761
1576	9.597960391
1577	9.597151551
1578	9.59663723
1579	9.595393308
1580	9.594868212
1581	9.593056588
1582	9.592091766
1583	9.591186147
1584	9.59013233
1585	9.588615543
1586	9.587812026
1587	9.587244611
1588	9.586666668
1589	9.585944546
1590	9.585403567
1591	9.584342796
1592	9.584227399
1593	9.582809144
1594	9.582147983
1595	9.580028831
1596	9.578895763
1597	9.577652488
1598	9.576539071
1599	9.575235433
1600	9.574415326
1601	9.573208322
1602	9.572379716
1603	9.571458531
1604	9.569662199
1605	9.567622052
1606	9.566263411
1607	9.564240046
1608	9.563069025
1609	9.561435336
1610	9.56026002
1611	9.559087962
1612	9.557515832
1613	9.557023742
1614	9.556220719
1615	9.554964016
1616	9.553401489
1617	9.551603045
1618	9.550906514
1619	9.550424245
1620	9.549653817
1621	9.548484544
1622	9.5472901
1623	9.546490227
1624	9.545617463
1625	9.544030306
1626	9.543239933
1627	9.542045888
1628	9.541160658
1629	9.539888451
1630	9.538718078
1631	9.537628827
1632	9.534792808
1633	9.534189472
1634	9.532983595
1635	9.531571122
1636	9.530795562
1637	9.529421376
1638	9.527779658
1639	9.525643224
1640	9.524516252
1641	9.522930884
1642	9.521968351
1643	9.521229553
1644	9.519701908
1645	9.51903123
1646	9.517934203
1647	9.516243287
1648	9.514583874
1649	9.51224463
1650	9.510636363
1651	9.509272273
1652	9.508056565
1653	9.505800572
1654	9.504330951
1655	9.503384365
1656	9.50261907
1657	9.501432351
1658	9.498948434
1659	9.498154829
1660	9.497026965
1661	9.495381066
1662	9.494421944
1663	9.492294438
1664	9.491132835
1665	9.490244506
